Name,Date_measured,Date_sowing,Experiment,PlantNo,Remark,Stem_length,germination,Deformity,Thickness_1st_right,Thickness_1st_left
Murakami_2015,20150813,20150805,x1,1,,1.83,1,,,
Murakami_2015,20150813,20150805,x1,2,,1.45,1,,,
Murakami_2015,20150813,20150805,x1,3,W,2,1,-1,,
Murakami_2015,20150813,20150805,x1,4,,NA,1,,,
Murakami_2015,20150813,20150805,x1,5,WFR,1.98,1,-1,,
Murakami_2015,20150813,20150805,x1,6,,1.98,1,2,,
Murakami_2015,20150813,20150805,x1,7,,1.67,1,-1,,
Murakami_2015,20150813,20150805,x1,8,,2.14,1,2,,
Murakami_2015,20150813,20150805,x1,9,,2.17,1,2,,
Murakami_2015,20150813,20150805,x1,10,,1.76,1,-1,,
Murakami_2015,20150813,20150805,x1,11,,NA,1,,,
Murakami_2015,20150813,20150805,x1,12,WFR,2.09,1,,,
Murakami_2015,20150813,20150805,x1,13,,1.68,1,1,,
Murakami_2015,20150813,20150805,x1,14,,1.94,1,1,,
Murakami_2015,20150813,20150805,x1,15,,2.31,1,,,
Murakami_2015,20150813,20150805,x1,16,,1.63,1,,,
Murakami_2015,20150813,20150805,x1,17,,NA,1,,,
Murakami_2015,20150813,20150805,x1,18,,1.08,1,,,
Murakami_2015,20150813,20150805,x1,19,,1.88,1,-1,,
Murakami_2015,20150813,20150805,x1,20,,1.6,1,-1,,
Murakami_2015,20150813,20150805,x1,21,,1.88,1,,,
Murakami_2015,20150813,20150805,x1,22,W,1.91,1,,,
Murakami_2015,20150813,20150805,x1,23,,1.51,1,,,
Murakami_2015,20150813,20150805,x1,24,,1.38,1,1,,
Murakami_2015,20150813,20150805,x1,25,,2.18,1,-1,,
Murakami_2015,20150813,20150805,x1,26,W,2.08,1,-1,,
Murakami_2015,20150813,20150805,x1,27,,1.86,1,-1,,
Murakami_2015,20150813,20150805,x1,28,,1.65,1,2,,
Murakami_2015,20150813,20150805,x1,29,,1.51,1,,,
Murakami_2015,20150813,20150805,x1,30,,1.8,1,,,
Murakami_2015,20150813,20150805,x1,31,WFR,1.98,1,-1,,
Murakami_2015,20150813,20150805,x1,32,,NA,1,,,
Murakami_2015,20150813,20150805,x1,33,,NA,1,,,
Murakami_2015,20150813,20150805,x1,34,,0.89,1,,,
Murakami_2015,20150813,20150805,x1,35,,1.51,1,,,
Murakami_2015,20150813,20150805,x1,36,,1.59,1,,,
Murakami_2015,20150813,20150805,x1,37,,2.29,1,-1,,
Murakami_2015,20150813,20150805,x1,38,W,2.06,1,-1,,
Murakami_2015,20150813,20150805,x1,39,,1.65,1,,,
Murakami_2015,20150813,20150805,x1,40,,NA,1,,,
Murakami_2015,20150813,20150805,x1,41,,2.39,1,-1,,
Murakami_2015,20150813,20150805,x1,42,,1.84,1,-1,,
Murakami_2015,20150813,20150805,x1,43,,NA,1,,,
Murakami_2015,20150813,20150805,x1,44,,2.17,1,,,
Murakami_2015,20150813,20150805,x1,45,,2.15,1,2,,
Murakami_2015,20150813,20150805,x1,46,,2.68,1,,,
Murakami_2015,20150813,20150805,x1,47,WFR,2.04,1,-1,,
Murakami_2015,20150813,20150805,x1,48,,1.8,1,2,,
Murakami_2015,20150815,20150805,x1,3,W,2.77,1,,,
Murakami_2015,20150815,20150805,x1,22,W,2.65,1,,,
Murakami_2015,20150815,20150805,x1,26,W,3.02,1,,,
Murakami_2015,20150815,20150805,x1,38,W,2.6,1,,,
Murakami_2015,20150815,20150805,x1,5,WFR,4.07,1,,,
Murakami_2015,20150815,20150805,x1,12,WFR,3.85,1,,,
Murakami_2015,20150815,20150805,x1,31,WFR,3.69,1,,,
Murakami_2015,20150815,20150805,x1,47,WFR,3.76,1,,,
Murakami_2015,20150817,20150805,x1,3,W,2.9,1,,,
Murakami_2015,20150817,20150805,x1,22,W,2.61,1,,,
Murakami_2015,20150817,20150805,x1,26,W,3.02,1,,,
Murakami_2015,20150817,20150805,x1,38,W,2.99,1,,,
Murakami_2015,20150817,20150805,x1,5,WFR,4.93,1,,,
Murakami_2015,20150817,20150805,x1,12,WFR,4.95,1,,,
Murakami_2015,20150817,20150805,x1,31,WFR,4.92,1,,,
Murakami_2015,20150817,20150805,x1,47,WFR,4.89,1,,,
Murakami_2015,20150820,20150805,x1,3,W,4.58,1,,379,418
Murakami_2015,20150820,20150805,x1,22,W,4.26,1,,488,492
Murakami_2015,20150820,20150805,x1,26,W,4.27,1,,456,457
Murakami_2015,20150820,20150805,x1,38,W,4.57,1,,413,413
Murakami_2015,20150820,20150805,x1,5,WFR,7.55,1,,397,458
Murakami_2015,20150820,20150805,x1,12,WFR,7.85,1,,427,415
Murakami_2015,20150820,20150805,x1,31,WFR,7.75,1,,411,425
Murakami_2015,20150820,20150805,x1,47,WFR,7.79,1,,361,345
Murakami_2015,20151008,20150930,year15_01,1,,2.32,1,,,
Murakami_2015,20151008,20150930,year15_01,2,,1.96,1,-1,,
Murakami_2015,20151008,20150930,year15_01,3,,2.46,1,,,
Murakami_2015,20151008,20150930,year15_01,4,W,2.56,1,-1,,
Murakami_2015,20151008,20150930,year15_01,5,,2.23,1,,,
Murakami_2015,20151008,20150930,year15_01,6,,2.73,1,,,
Murakami_2015,20151008,20150930,year15_01,7,WFR,2.73,1,-1,,
Murakami_2015,20151008,20150930,year15_01,8,,2.2,1,,,
Murakami_2015,20151008,20150930,year15_01,9,WFR,2.36,1,-1,,
Murakami_2015,20151008,20150930,year15_01,10,,2.23,1,,,
Murakami_2015,20151008,20150930,year15_01,11,,1.98,1,,,
Murakami_2015,20151008,20150930,year15_01,12,W,3.08,1,-1,,
Murakami_2015,20151008,20150930,year15_01,13,,1.87,1,,,
Murakami_2015,20151008,20150930,year15_01,14,,2.2,1,,,
Murakami_2015,20151008,20150930,year15_01,15,WFR,3.25,1,-1,,
Murakami_2015,20151008,20150930,year15_01,16,,2.17,1,2,,
Murakami_2015,20151008,20150930,year15_01,17,,2.3,1,,,
Murakami_2015,20151008,20150930,year15_01,18,,1.88,1,,,
Murakami_2015,20151008,20150930,year15_01,19,,2.37,1,,,
Murakami_2015,20151008,20150930,year15_01,20,WFR,2.73,1,-1,,
Murakami_2015,20151008,20150930,year15_01,21,W,2.4,1,-1,,
Murakami_2015,20151008,20150930,year15_01,22,W,2.48,1,-1,,
Murakami_2015,20151008,20150930,year15_01,23,,2.05,1,,,
Murakami_2015,20151008,20150930,year15_01,24,,2.21,1,,,
Murakami_2015,20151008,20150930,year15_01,25,W,2.81,1,-1,,
Murakami_2015,20151008,20150930,year15_01,26,,2.12,1,,,
Murakami_2015,20151008,20150930,year15_01,27,,2.44,1,2,,
Murakami_2015,20151008,20150930,year15_01,28,,2.33,1,,,
Murakami_2015,20151008,20150930,year15_01,29,,2.1,1,,,
Murakami_2015,20151008,20150930,year15_01,30,,2.16,1,-1,,
Murakami_2015,20151008,20150930,year15_01,31,,1.88,1,,,
Murakami_2015,20151008,20150930,year15_01,32,,1.57,1,,,
Murakami_2015,20151008,20150930,year15_01,33,,NA,1,,,
Murakami_2015,20151008,20150930,year15_01,34,WFR,2.4,1,-1,,
Murakami_2015,20151008,20150930,year15_01,35,,1.62,1,1,,
Murakami_2015,20151008,20150930,year15_01,36,,NA,1,,,
Murakami_2015,20151008,20150930,year15_01,37,,2.15,1,,,
Murakami_2015,20151008,20150930,year15_01,38,WFR,2.36,1,-1,,
Murakami_2015,20151008,20150930,year15_01,39,,2.32,1,,,
Murakami_2015,20151008,20150930,year15_01,40,,NA,1,,,
Murakami_2015,20151008,20150930,year15_01,41,,2.48,1,,,
Murakami_2015,20151008,20150930,year15_01,42,,2.51,1,,,
Murakami_2015,20151008,20150930,year15_01,43,W,2.35,1,-1,,
Murakami_2015,20151008,20150930,year15_01,44,,1.95,1,,,
Murakami_2015,20151008,20150930,year15_01,45,,2.09,1,-1,,
Murakami_2015,20151008,20150930,year15_01,46,,2.17,1,,,
Murakami_2015,20151008,20150930,year15_01,47,,2.4,1,,,
Murakami_2015,20151008,20150930,year15_01,48,,NA,1,,,
Murakami_2015,20151011,20150930,year15_01,4,W,3.32,1,-1,,
Murakami_2015,20151011,20150930,year15_01,12,W,3.56,1,-1,,
Murakami_2015,20151011,20150930,year15_01,21,W,3.48,1,-1,,
Murakami_2015,20151011,20150930,year15_01,22,W,3.12,1,-1,,
Murakami_2015,20151011,20150930,year15_01,25,W,3.58,1,-1,,
Murakami_2015,20151011,20150930,year15_01,43,W,3.16,1,-1,,
Murakami_2015,20151011,20150930,year15_01,7,WFR,5.56,1,-1,,
Murakami_2015,20151011,20150930,year15_01,9,WFR,4.86,1,-1,,
Murakami_2015,20151011,20150930,year15_01,15,WFR,4.89,1,-1,,
Murakami_2015,20151011,20150930,year15_01,20,WFR,5.55,1,-1,,
